date,horizon,fold,model,actual_risk_off,probability,threshold,alert,forward_return,future_mae
2018-04-17,20,0,candidate_risk_off,1,0.5563951111158375,0.62,0,-0.10287024738886705,-0.11649406720495487
2018-03-28,20,0,candidate_risk_off,1,0.5438826989509109,0.62,0,-0.11503354319767954,-0.11503354319767954
2018-04-18,20,0,candidate_risk_off,1,0.5799536299868114,0.62,0,-0.11486904876950481,-0.11486904876950481
2018-04-26,20,0,candidate_risk_off,1,0.5793570499920155,0.62,0,-0.11457364577272237,-0.11457364577272237
2018-04-24,20,0,candidate_risk_off,1,0.5577876462402338,0.62,0,-0.11441371588133067,-0.11441371588133067
2018-04-16,20,0,candidate_risk_off,1,0.593204397420797,0.62,0,-0.10826806759883494,-0.11233204674719556
2020-02-11,20,0,candidate_risk_off,1,0.3003071967854355,0.62,0,-0.10977226211459891,-0.11217514673090936
2018-03-29,20,0,candidate_risk_off,1,0.5357313409299872,0.62,0,-0.10542430735036053,-0.11057915476492207
2020-07-16,20,0,candidate_risk_off,1,0.572302714961465,0.62,0,-0.025153184177824535,-0.110412876090767
2021-01-06,20,0,candidate_risk_off,1,0.6137558389165472,0.62,0,-0.028318592272332636,-0.1101821638204146
2020-07-09,20,0,candidate_risk_off,1,0.4790467201226777,0.62,0,-0.04244155751622403,-0.10999081242133117
2020-02-10,20,0,candidate_risk_off,1,0.3191764842237099,0.62,0,-0.10795084539177008,-0.10795084539177008
2018-01-26,20,0,candidate_risk_off,1,0.5830125695877051,0.62,0,0.004980228010432831,-0.10549597274602475
2020-07-17,20,0,candidate_risk_off,1,0.5984422500424587,0.62,0,-0.024705800448253625,-0.10491210457965491
2018-04-19,20,0,candidate_risk_off,1,0.6076836723636679,0.62,0,-0.10460661306021968,-0.10460661306021968
2020-07-10,20,0,candidate_risk_off,1,0.4797822744865038,0.62,0,-0.03474457163754822,-0.10398279512732322
2021-01-26,20,0,candidate_risk_off,1,0.12737714315415813,0.62,0,0.04348155372371964,-0.10396101737228385
2018-06-25,20,0,candidate_risk_off,1,0.6119537913645146,0.62,0,-0.05582429534708127,-0.10346432159724586
2021-01-20,20,0,candidate_risk_off,1,0.17703956686099537,0.62,0,0.023800591389375528,-0.10269274170465785
2020-07-15,20,0,candidate_risk_off,1,0.5840361011015878,0.62,0,-0.026783518833889824,-0.10248950317550512
2020-01-22,20,0,candidate_risk_off,1,0.5725922886836219,0.62,0,-0.10127167395974397,-0.10127167395974397
2020-07-13,20,0,candidate_risk_off,1,0.5537307397406673,0.62,0,-0.02981668612154714,-0.10112060906252483
2018-01-30,20,0,candidate_risk_off,1,0.5468446269500769,0.62,0,0.008723187753078022,-0.1009321340815314
2021-01-05,20,0,candidate_risk_off,1,0.6023331666967952,0.62,0,-0.05165816417143326,-0.10081379636020453
2018-01-31,20,0,candidate_risk_off,1,0.5583841218676762,0.62,0,0.0017096943812411475,-0.10075202853919697
2020-07-14,20,0,candidate_risk_off,1,0.5389855079974036,0.62,0,-0.029256582072774193,-0.10041817989550032
2018-06-18,20,0,candidate_risk_off,1,0.5394195272814905,0.62,0,-0.0803508219281153,-0.10024872217148204
2018-01-29,20,0,candidate_risk_off,1,0.6152152142758766,0.62,0,-0.014814547837073599,-0.10024756038205868
2021-01-19,20,0,candidate_risk_off,1,0.24976303034678307,0.62,0,0.04041023867291708,-0.09944426598334809
2018-05-02,20,0,candidate_risk_off,1,0.5828719315708654,0.62,0,-0.08153868882083272,-0.09935593983653379
